what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324574052
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324590795
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402324658455
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324660812
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324663502
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402324663752
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402324666472
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402324667450
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402324668385
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402324675929
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324677163
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324687638
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402324688760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1402324704383
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402324704785
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324707017
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324707990
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402324709465
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324713523
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324785518
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402324785524
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324788711
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324791486
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402324791808
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402324794660
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402324795779
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324796123
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402324796704
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324798111
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324798730
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324798815
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324799390
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324800600
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402324803809
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402324806572
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325006933
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325009719
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325179834
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325180368
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325254181
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402325255048
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325257366
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325260106
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402325260325
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325262050
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402325263128
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325263365
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402325263396
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325265010
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402325265064
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325269542
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402325274226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325285582
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402325606236
