what,kind,bundleId,bundleVersion,description,time
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x9038, /cygdrive/c/Users/Giovanni/Desktop/fpga/aca_nios_intro/software/aca_hello/aca_hello.elf] return code: 4, 'other error'",1400063180659
error,log,,,"Downloading ELF Process failed",1400063180664
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063180684
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063182506
opened,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1400063191675
activated,view,org.eclipse.ui.views,3.6.0.v20110928-1505,"org.eclipse.ui.views.PropertySheet",1400063191687
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400063192169
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063198180
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063201259
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063202751
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400063203455
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.v20110928-1505,"org.eclipse.ui.views.properties.tabbed",1400063203459
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063205853
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063208495
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1400063208736
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1400063213060
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1400063217551
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=0x9038] return code: 4, 'other error'",1400063218434
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --go, --accept-bad-sysid, --sidp=0x9038, /cygdrive/c/Users/Giovanni/Desktop/fpga/aca_nios_intro/software/aca_hello/aca_hello.elf] return code: 4, 'other error'",1400063223835
error,log,,,"Downloading ELF Process failed",1400063223841
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063223863
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063225251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063226188
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1400063269016
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1400063270420
