what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321455139
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402321456029
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321460251
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321460963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321506842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321508406
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321729338
activated,editor,org.eclipse.cdt.ui,5.3.2.201202111925,"org.eclipse.cdt.ui.editor.CEditor",1402321730309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1402321744129
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1402321749155
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321780426
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321782334
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1402321783226
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321785053
executed,command,,,"com.altera.sbtgui.launch.hardware.Nios2HardwareLaunchShortcut.run",1402321789271
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402321792383
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321795313
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1402321795316
error,log,,,"Failed Executing: [nios2-download, '--cable=USB-Blaster on localhost [USB-0]', --device=1, --instance=0, --stop, --accept-bad-sysid, --sidp=Not Found] return code: 8",1402321796206
activated,view,com.altera.sbtgui.launch,12.1.0.177,"com.altera.sbtgui.launch.hardware.ByteStreamConsoleView",1402321803446
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1402321812018
